epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,test/acc,test/f1_macro,test/loss,train/acc_epoch,train/acc_step,train/loss_epoch,train/loss_step,val/acc,val/f1_macro,val/loss,val/n_classes_pred,val_f1_macro
,0.0004996994144276554,0.0049969941442765545,289,,,,,,,,,,,,
0,,,289,,,,,0.6875,,2.020155191421509,,,,,
,0.0004996737401841742,0.004996737401841742,299,,,,,,,,,,,,
,0.0004996737401841742,0.004996737401841742,299,,,,,,,,,,,,
0,,,299,,,,,0.5625,,2.4886279106140137,,,,,
,0.0004996470146517935,0.004996470146517935,309,,,,,,,,,,,,
,0.0004996470146517935,0.004996470146517935,309,,,,,,,,,,,,
0,,,309,,,,,0.625,,2.7082996368408203,,,,,
,0.0004996192379430451,0.004996192379430451,319,,,,,,,,,,,,
,0.0004996192379430451,0.004996192379430451,319,,,,,,,,,,,,
0,,,319,,,,,0.4375,,2.493114948272705,,,,,
,0.000499590410174887,0.0049959041017488695,329,,,,,,,,,,,,
,0.000499590410174887,0.0049959041017488695,329,,,,,,,,,,,,
0,,,329,,,,,0.6875,,2.2089767456054688,,,,,
,0.0004995605314687028,0.004995605314687028,339,,,,,,,,,,,,
,0.0004995605314687028,0.004995605314687028,339,,,,,,,,,,,,
0,,,339,,,,,0.75,,1.7893390655517578,,,,,
,0.0004995296019503015,0.004995296019503015,349,,,,,,,,,,,,
,0.0004995296019503015,0.004995296019503015,349,,,,,,,,,,,,
0,,,349,,,,,0.8125,,2.471950054168701,,,,,
,0.0004994976217499164,0.0049949762174991644,359,,,,,,,,,,,,
,0.0004994976217499164,0.0049949762174991644,359,,,,,,,,,,,,
0,,,359,,,,,0.75,,1.9124194383621216,,,,,
,0.0004994645910022049,0.004994645910022049,369,,,,,,,,,,,,
,0.0004994645910022049,0.004994645910022049,369,,,,,,,,,,,,
0,,,369,,,,,0.6875,,1.4569859504699707,,,,,
,0.000499430509846248,0.0049943050984624805,379,,,,,,,,,,,,
,0.000499430509846248,0.0049943050984624805,379,,,,,,,,,,,,
0,,,379,,,,,0.75,,2.8260927200317383,,,,,
,0.0004993953784255495,0.004993953784255495,389,,,,,,,,,,,,
,0.0004993953784255495,0.004993953784255495,389,,,,,,,,,,,,
0,,,389,,,,,0.8125,,1.3510280847549438,,,,,
,0.0004993591968880356,0.004993591968880356,399,,,,,,,,,,,,
,0.0004993591968880356,0.004993591968880356,399,,,,,,,,,,,,
0,,,399,,,,,0.875,,2.461082696914673,,,,,
,0.000499321965386054,0.0049932196538605405,409,,,,,,,,,,,,
,0.000499321965386054,0.0049932196538605405,409,,,,,,,,,,,,
0,,,409,,,,,0.8125,,1.5595756769180298,,,,,
,0.0004992836840763737,0.004992836840763737,419,,,,,,,,,,,,
,0.0004992836840763737,0.004992836840763737,419,,,,,,,,,,,,
0,,,419,,,,,0.6875,,2.319622278213501,,,,,
,0.0004992443531201838,0.004992443531201839,429,,,,,,,,,,,,
,0.0004992443531201838,0.004992443531201839,429,,,,,,,,,,,,
0,,,429,,,,,0.625,,1.3274457454681396,,,,,
,0.0004992039726830934,0.004992039726830933,439,,,,,,,,,,,,
,0.0004992039726830934,0.004992039726830933,439,,,,,,,,,,,,
0,,,439,,,,,0.625,,1.2805312871932983,,,,,
,0.0004991625429351301,0.004991625429351301,449,,,,,,,,,,,,
,0.0004991625429351301,0.004991625429351301,449,,,,,,,,,,,,
0,,,449,,,,,0.8125,,1.981977939605713,,,,,
,0.0004991200640507403,0.004991200640507403,459,,,,,,,,,,,,
,0.0004991200640507403,0.004991200640507403,459,,,,,,,,,,,,
0,,,459,,,,,0.5625,,2.2235054969787598,,,,,
,0.0004990765362087878,0.004990765362087878,469,,,,,,,,,,,,
,0.0004990765362087878,0.004990765362087878,469,,,,,,,,,,,,
0,,,469,,,,,0.875,,1.7684417963027954,,,,,
,0.000499031959592553,0.00499031959592553,479,,,,,,,,,,,,
,0.000499031959592553,0.00499031959592553,479,,,,,,,,,,,,
0,,,479,,,,,0.5625,,2.1406211853027344,,,,,
,0.0004989863343897325,0.004989863343897325,489,,,,,,,,,,,,
,0.0004989863343897325,0.004989863343897325,489,,,,,,,,,,,,
0,,,489,,,,,1.0,,2.1991424560546875,,,,,
,0.0004989396607924381,0.004989396607924381,499,,,,,,,,,,,,
,0.0004989396607924381,0.004989396607924381,499,,,,,,,,,,,,
0,,,499,,,,,0.5625,,2.4924404621124268,,,,,
,0.0004988919389971961,0.004988919389971961,509,,,,,,,,,,,,
,0.0004988919389971961,0.004988919389971961,509,,,,,,,,,,,,
0,,,509,,,,,0.875,,1.2865285873413086,,,,,
,0.0004988431692049461,0.004988431692049461,519,,,,,,,,,,,,
,0.0004988431692049461,0.004988431692049461,519,,,,,,,,,,,,
0,,,519,,,,,0.875,,1.0931671857833862,,,,,
,0.0004987933516210407,0.004987933516210408,529,,,,,,,,,,,,
,0.0004987933516210407,0.004987933516210408,529,,,,,,,,,,,,
0,,,529,,,,,0.8125,,2.563326597213745,,,,,
,0.0004987424864552446,0.004987424864552447,539,,,,,,,,,,,,
,0.0004987424864552446,0.004987424864552447,539,,,,,,,,,,,,
0,,,539,,,,,0.6875,,1.3457828760147095,,,,,
,0.0004986905739217331,0.004986905739217331,549,,,,,,,,,,,,
,0.0004986905739217331,0.004986905739217331,549,,,,,,,,,,,,
0,,,549,,,,,0.5625,,1.4604653120040894,,,,,
,0.0004986376142390916,0.004986376142390916,559,,,,,,,,,,,,
,0.0004986376142390916,0.004986376142390916,559,,,,,,,,,,,,
0,,,559,,,,,0.5,,2.0841064453125,,,,,
,0.000498583607630315,0.00498583607630315,569,,,,,,,,,,,,
,0.000498583607630315,0.00498583607630315,569,,,,,,,,,,,,
0,,,569,,,,,0.375,,2.849951982498169,,,,,
,0.0004985285543228062,0.004985285543228062,579,,,,,,,,,,,,
,0.0004985285543228062,0.004985285543228062,579,,,,,,,,,,,,
0,,,579,,,,,0.375,,2.519627571105957,,,,,
,0.0004984724545483754,0.004984724545483754,589,,,,,,,,,,,,
,0.0004984724545483754,0.004984724545483754,589,,,,,,,,,,,,
0,,,589,,,,,0.625,,2.4868671894073486,,,,,
,0.0004984153085432392,0.004984153085432393,599,,,,,,,,,,,,
,0.0004984153085432392,0.004984153085432393,599,,,,,,,,,,,,
0,,,599,,,,,0.75,,2.2600369453430176,,,,,
,0.0004983571165480194,0.004983571165480195,609,,,,,,,,,,,,
,0.0004983571165480194,0.004983571165480195,609,,,,,,,,,,,,
0,,,609,,,,,0.4375,,1.915830135345459,,,,,
,0.0004982978788077424,0.0049829787880774235,619,,,,,,,,,,,,
,0.0004982978788077424,0.0049829787880774235,619,,,,,,,,,,,,
0,,,619,,,,,0.6875,,2.3411998748779297,,,,,
,0.0004982375955718373,0.004982375955718373,629,,,,,,,,,,,,
,0.0004982375955718373,0.004982375955718373,629,,,,,,,,,,,,
0,,,629,,,,,0.5,,2.1225078105926514,,,,,
,0.000498176267094136,0.00498176267094136,639,,,,,,,,,,,,
,0.000498176267094136,0.00498176267094136,639,,,,,,,,,,,,
0,,,639,,,,,0.6875,,2.0456619262695312,,,,,
,0.000498113893632871,0.004981138936328711,649,,,,,,,,,,,,
,0.000498113893632871,0.004981138936328711,649,,,,,,,,,,,,
0,,,649,,,,,0.5625,,1.7397063970565796,,,,,
,0.0004980504754506756,0.004980504754506756,659,,,,,,,,,,,,
,0.0004980504754506756,0.004980504754506756,659,,,,,,,,,,,,
0,,,659,,,,,0.9375,,2.355281114578247,,,,,
,0.0004979860128145813,0.0049798601281458126,669,,,,,,,,,,,,
,0.0004979860128145813,0.0049798601281458126,669,,,,,,,,,,,,
0,,,669,,,,,0.8125,,1.7635949850082397,,,,,
,0.0004979205059960178,0.004979205059960177,679,,,,,,,,,,,,
,0.0004979205059960178,0.004979205059960177,679,,,,,,,,,,,,
0,,,679,,,,,0.6875,,1.8276615142822266,,,,,
,0.0004978539552708114,0.004978539552708113,689,,,,,,,,,,,,
,0.0004978539552708114,0.004978539552708113,689,,,,,,,,,,,,
0,,,689,,,,,0.75,,1.116021752357483,,,,,
,0.0004977863609191839,0.004977863609191839,699,,,,,,,,,,,,
,0.0004977863609191839,0.004977863609191839,699,,,,,,,,,,,,
0,,,699,,,,,0.75,,1.1860229969024658,,,,,
,0.0004977177232257517,0.004977177232257517,709,,,,,,,,,,,,
,0.0004977177232257517,0.004977177232257517,709,,,,,,,,,,,,
0,,,709,,,,,0.6875,,1.5587499141693115,,,,,
,0.000497648042479524,0.00497648042479524,719,,,,,,,,,,,,
,0.000497648042479524,0.00497648042479524,719,,,,,,,,,,,,
0,,,719,,,,,0.6875,,2.143131971359253,,,,,
,0.0004975773189739021,0.0049757731897390215,729,,,,,,,,,,,,
,0.0004975773189739021,0.0049757731897390215,729,,,,,,,,,,,,
0,,,729,,,,,0.8125,,1.5706957578659058,,,,,
,0.0004975055530066781,0.004975055530066781,739,,,,,,,,,,,,
,0.0004975055530066781,0.004975055530066781,739,,,,,,,,,,,,
0,,,739,,,,,0.5,,2.961717128753662,,,,,
,0.0004974327448800332,0.004974327448800332,749,,,,,,,,,,,,
,0.0004974327448800332,0.004974327448800332,749,,,,,,,,,,,,
0,,,749,,,,,0.8125,,2.1172916889190674,,,,,
,0.0004973588949005372,0.004973588949005372,759,,,,,,,,,,,,
,0.0004973588949005372,0.004973588949005372,759,,,,,,,,,,,,
0,,,759,,,,,0.9375,,1.37803053855896,,,,,
,0.0004972840033791463,0.004972840033791464,769,,,,,,,,,,,,
,0.0004972840033791463,0.004972840033791464,769,,,,,,,,,,,,
0,,,769,,,,,0.625,,2.445507526397705,,,,,
,0.0004972080706312029,0.004972080706312029,779,,,,,,,,,,,,
,0.0004972080706312029,0.004972080706312029,779,,,,,,,,,,,,
0,,,779,,,,,0.875,,1.9242005348205566,,,,,
,0.000497131096976433,0.00497131096976433,789,,,,,,,,,,,,
,0.000497131096976433,0.00497131096976433,789,,,,,,,,,,,,
0,,,789,,,,,0.9375,,1.0575282573699951,,,,,
,0.0004970530827389458,0.004970530827389458,799,,,,,,,,,,,,
,0.0004970530827389458,0.004970530827389458,799,,,,,,,,,,,,
0,,,799,,,,,0.5625,,1.2765283584594727,,,,,
,0.0004969740282472321,0.004969740282472321,809,,,,,,,,,,,,
,0.0004969740282472321,0.004969740282472321,809,,,,,,,,,,,,
0,,,809,,,,,0.75,,1.2671921253204346,,,,,
,0.0004968939338341627,0.004968939338341627,819,,,,,,,,,,,,
,0.0004968939338341627,0.004968939338341627,819,,,,,,,,,,,,
0,,,819,,,,,0.875,,2.0348057746887207,,,,,
,0.0004968127998369871,0.004968127998369871,829,,,,,,,,,,,,
,0.0004968127998369871,0.004968127998369871,829,,,,,,,,,,,,
0,,,829,,,,,0.75,,1.960237979888916,,,,,
,0.0004967306265973324,0.0049673062659733236,839,,,,,,,,,,,,
,0.0004967306265973324,0.0049673062659733236,839,,,,,,,,,,,,
0,,,839,,,,,0.6875,,2.3252880573272705,,,,,
,0.0004966474144612013,0.004966474144612013,849,,,,,,,,,,,,
,0.0004966474144612013,0.004966474144612013,849,,,,,,,,,,,,
0,,,849,,,,,0.5,,2.444134473800659,,,,,
,0.000496563163778971,0.00496563163778971,859,,,,,,,,,,,,
,0.000496563163778971,0.00496563163778971,859,,,,,,,,,,,,
0,,,859,,,,,0.625,,0.9254786968231201,,,,,
,0.0004964778749053918,0.004964778749053917,869,,,,,,,,,,,,
,0.0004964778749053918,0.004964778749053917,869,,,,,,,,,,,,
0,,,869,,,,,0.5,,2.200753688812256,,,,,
,0.0004963915481995852,0.004963915481995852,879,,,,,,,,,,,,
,0.0004963915481995852,0.004963915481995852,879,,,,,,,,,,,,
0,,,879,,,,,0.6875,,2.887728452682495,,,,,
,0.000496304184025043,0.00496304184025043,889,,,,,,,,,,,,
,0.000496304184025043,0.00496304184025043,889,,,,,,,,,,,,
0,,,889,,,,,0.8125,,2.109391450881958,,,,,
,0.0004962157827496249,0.0049621578274962495,899,,,,,,,,,,,,
,0.0004962157827496249,0.0049621578274962495,899,,,,,,,,,,,,
0,,,899,,,,,0.75,,2.3661112785339355,,,,,
,0.0004961263447455583,0.004961263447455583,909,,,,,,,,,,,,
,0.0004961263447455583,0.004961263447455583,909,,,,,,,,,,,,
0,,,909,,,,,0.5625,,1.61317777633667,,,,,
,0.0004960358703894349,0.00496035870389435,919,,,,,,,,,,,,
,0.0004960358703894349,0.00496035870389435,919,,,,,,,,,,,,
0,,,919,,,,,0.875,,1.2471903562545776,,,,,
,0.0004959443600622108,0.0049594436006221085,929,,,,,,,,,,,,
,0.0004959443600622108,0.0049594436006221085,929,,,,,,,,,,,,
0,,,929,,,,,0.625,,2.239581346511841,,,,,
,0.0004958518141492042,0.0049585181414920415,939,,,,,,,,,,,,
,0.0004958518141492042,0.0049585181414920415,939,,,,,,,,,,,,
0,,,939,,,,,0.8125,,0.9251327514648438,,,,,
,0.0004957582330400933,0.004957582330400933,949,,,,,,,,,,,,
,0.0004957582330400933,0.004957582330400933,949,,,,,,,,,,,,
0,,,949,,,,,0.625,,2.361863851547241,,,,,
,0.0004956636171289156,0.004956636171289156,959,,,,,,,,,,,,
,0.0004956636171289156,0.004956636171289156,959,,,,,,,,,,,,
0,,,959,,,,,0.6875,,2.1396372318267822,,,,,
,0.0004955679668140656,0.004955679668140656,969,,,,,,,,,,,,
,0.0004955679668140656,0.004955679668140656,969,,,,,,,,,,,,
0,,,969,,,,,0.8125,,1.5019012689590454,,,,,
,0.0004954712824982935,0.004954712824982934,979,,,,,,,,,,,,
,0.0004954712824982935,0.004954712824982934,979,,,,,,,,,,,,
0,,,979,,,,,0.875,,1.4739959239959717,,,,,
,0.0004953735645887028,0.004953735645887029,989,,,,,,,,,,,,
,0.0004953735645887028,0.004953735645887029,989,,,,,,,,,,,,
0,,,989,,,,,0.8125,,2.1451821327209473,,,,,
,0.0004952748134967501,0.004952748134967501,999,,,,,,,,,,,,
,0.0004952748134967501,0.004952748134967501,999,,,,,,,,,,,,
0,,,999,,,,,0.8125,,2.4560933113098145,,,,,
,0.0004951750296382412,0.004951750296382412,1009,,,,,,,,,,,,
,0.0004951750296382412,0.004951750296382412,1009,,,,,,,,,,,,
0,,,1009,,,,,0.75,,2.2122879028320312,,,,,
,0.0004950742134333314,0.004950742134333314,1019,,,,,,,,,,,,
,0.0004950742134333314,0.004950742134333314,1019,,,,,,,,,,,,
0,,,1019,,,,,0.5,,2.9024558067321777,,,,,
0,,,1024,,,,,,,,0.73053377866745,0.6485795974731445,2.0246987342834473,8.0,0.6485795974731445
0,,,1024,,,,0.6122803688049316,,2.057217836380005,,,,,,
,0.0004949723653065223,0.004949723653065223,1029,,,,,,,,,,,,
,0.0004949723653065223,0.004949723653065223,1029,,,,,,,,,,,,
1,,,1029,,,,,0.75,,1.3117451667785645,,,,,
,0.0004948694856866609,0.00494869485686661,1039,,,,,,,,,,,,
,0.0004948694856866609,0.00494869485686661,1039,,,,,,,,,,,,
1,,,1039,,,,,0.875,,2.3859705924987793,,,,,
,0.0004947655750069374,0.004947655750069374,1049,,,,,,,,,,,,
,0.0004947655750069374,0.004947655750069374,1049,,,,,,,,,,,,
1,,,1049,,,,,0.875,,1.7981503009796143,,,,,
,0.0004946606337048832,0.0049466063370488325,1059,,,,,,,,,,,,
,0.0004946606337048832,0.0049466063370488325,1059,,,,,,,,,,,,
1,,,1059,,,,,0.5,,2.230863332748413,,,,,
,0.0004945546622223696,0.0049455466222236965,1069,,,,,,,,,,,,
,0.0004945546622223696,0.0049455466222236965,1069,,,,,,,,,,,,
1,,,1069,,,,,0.5,,1.322953224182129,,,,,
,0.0004944476610056055,0.004944476610056055,1079,,,,,,,,,,,,
,0.0004944476610056055,0.004944476610056055,1079,,,,,,,,,,,,
1,,,1079,,,,,0.4375,,2.4480652809143066,,,,,
,0.0004943396305051355,0.004943396305051355,1089,,,,,,,,,,,,
,0.0004943396305051355,0.004943396305051355,1089,,,,,,,,,,,,
1,,,1089,,,,,0.8125,,2.3894333839416504,,,,,
,0.0004942305711758385,0.004942305711758385,1099,,,,,,,,,,,,
,0.0004942305711758385,0.004942305711758385,1099,,,,,,,,,,,,
1,,,1099,,,,,0.875,,1.1288299560546875,,,,,
,0.0004941204834769251,0.0049412048347692505,1109,,,,,,,,,,,,
,0.0004941204834769251,0.0049412048347692505,1109,,,,,,,,,,,,
1,,,1109,,,,,0.875,,1.0967216491699219,,,,,
,0.000494009367871936,0.004940093678719361,1119,,,,,,,,,,,,
,0.000494009367871936,0.004940093678719361,1119,,,,,,,,,,,,
1,,,1119,,,,,0.75,,1.972424030303955,,,,,
,0.0004938972248287406,0.004938972248287406,1129,,,,,,,,,,,,
,0.0004938972248287406,0.004938972248287406,1129,,,,,,,,,,,,
1,,,1129,,,,,0.8125,,1.3751049041748047,,,,,
,0.0004937840548195337,0.004937840548195338,1139,,,,,,,,,,,,
,0.0004937840548195337,0.004937840548195338,1139,,,,,,,,,,,,
1,,,1139,,,,,0.75,,2.1658830642700195,,,,,
,0.0004936698583208348,0.004936698583208349,1149,,,,,,,,,,,,
,0.0004936698583208348,0.004936698583208349,1149,,,,,,,,,,,,
1,,,1149,,,,,0.5625,,0.9682694673538208,,,,,
,0.0004935546358134857,0.004935546358134857,1159,,,,,,,,,,,,
,0.0004935546358134857,0.004935546358134857,1159,,,,,,,,,,,,
1,,,1159,,,,,0.6875,,2.831003189086914,,,,,
,0.0004934383877826478,0.004934383877826478,1169,,,,,,,,,,,,
,0.0004934383877826478,0.004934383877826478,1169,,,,,,,,,,,,
1,,,1169,,,,,0.8125,,2.5117366313934326,,,,,
,0.0004933211147178009,0.004933211147178009,1179,,,,,,,,,,,,
,0.0004933211147178009,0.004933211147178009,1179,,,,,,,,,,,,
1,,,1179,,,,,0.75,,2.3245997428894043,,,,,
,0.0004932028171127413,0.004932028171127413,1189,,,,,,,,,,,,
,0.0004932028171127413,0.004932028171127413,1189,,,,,,,,,,,,
1,,,1189,,,,,0.8125,,1.8546407222747803,,,,,
,0.0004930834954655786,0.004930834954655785,1199,,,,,,,,,,,,
,0.0004930834954655786,0.004930834954655785,1199,,,,,,,,,,,,
1,,,1199,,,,,0.75,,1.0197322368621826,,,,,
,0.0004929631502787345,0.004929631502787345,1209,,,,,,,,,,,,
,0.0004929631502787345,0.004929631502787345,1209,,,,,,,,,,,,
1,,,1209,,,,,0.8125,,1.5596210956573486,,,,,
,0.0004928417820589408,0.004928417820589407,1219,,,,,,,,,,,,
,0.0004928417820589408,0.004928417820589407,1219,,,,,,,,,,,,
1,,,1219,,,,,0.6875,,2.341766119003296,,,,,
,0.0004927193913172364,0.004927193913172364,1229,,,,,,,,,,,,
,0.0004927193913172364,0.004927193913172364,1229,,,,,,,,,,,,
1,,,1229,,,,,0.75,,2.525500774383545,,,,,
,0.0004925959785689663,0.004925959785689662,1239,,,,,,,,,,,,
,0.0004925959785689663,0.004925959785689662,1239,,,,,,,,,,,,
1,,,1239,,,,,0.5625,,2.5535898208618164,,,,,
,0.0004924715443337782,0.004924715443337782,1249,,,,,,,,,,,,
,0.0004924715443337782,0.004924715443337782,1249,,,,,,,,,,,,
1,,,1249,,,,,0.75,,2.212613582611084,,,,,
,0.0004923460891356211,0.004923460891356212,1259,,,,,,,,,,,,
,0.0004923460891356211,0.004923460891356212,1259,,,,,,,,,,,,
1,,,1259,,,,,0.75,,1.1307401657104492,,,,,
,0.0004922196135027434,0.004922196135027434,1269,,,,,,,,,,,,
,0.0004922196135027434,0.004922196135027434,1269,,,,,,,,,,,,
1,,,1269,,,,,0.75,,1.6755692958831787,,,,,
,0.0004920921179676895,0.004920921179676895,1279,,,,,,,,,,,,
,0.0004920921179676895,0.004920921179676895,1279,,,,,,,,,,,,
1,,,1279,,,,,0.875,,1.5205004215240479,,,,,
,0.0004919636030672987,0.0049196360306729865,1289,,,,,,,,,,,,
,0.0004919636030672987,0.0049196360306729865,1289,,,,,,,,,,,,
1,,,1289,,,,,0.9375,,1.7807066440582275,,,,,
,0.0004918340693427022,0.004918340693427022,1299,,,,,,,,,,,,
,0.0004918340693427022,0.004918340693427022,1299,,,,,,,,,,,,
1,,,1299,,,,,0.5625,,2.216622829437256,,,,,
,0.0004917035173393214,0.004917035173393214,1309,,,,,,,,,,,,
,0.0004917035173393214,0.004917035173393214,1309,,,,,,,,,,,,
1,,,1309,,,,,0.75,,0.9127873182296753,,,,,
,0.0004915719476068652,0.004915719476068652,1319,,,,,,,,,,,,
,0.0004915719476068652,0.004915719476068652,1319,,,,,,,,,,,,
1,,,1319,,,,,0.8125,,2.222959518432617,,,,,
,0.0004914393606993277,0.004914393606993276,1329,,,,,,,,,,,,
,0.0004914393606993277,0.004914393606993276,1329,,,,,,,,,,,,
1,,,1329,,,,,0.8125,,1.0845524072647095,,,,,
,0.000491305757174986,0.00491305757174986,1339,,,,,,,,,,,,
,0.000491305757174986,0.00491305757174986,1339,,,,,,,,,,,,
1,,,1339,,,,,0.75,,2.428905725479126,,,,,
,0.000491171137596398,0.00491171137596398,1349,,,,,,,,,,,,
,0.000491171137596398,0.00491171137596398,1349,,,,,,,,,,,,
1,,,1349,,,,,0.6875,,1.647373080253601,,,,,
,0.0004910355025303997,0.004910355025303997,1359,,,,,,,,,,,,
,0.0004910355025303997,0.004910355025303997,1359,,,,,,,,,,,,
1,,,1359,,,,,0.875,,0.7507598400115967,,,,,
,0.0004908988525481029,0.004908988525481029,1369,,,,,,,,,,,,
,0.0004908988525481029,0.004908988525481029,1369,,,,,,,,,,,,
1,,,1369,,,,,0.6875,,2.182872772216797,,,,,
,0.000490761188224893,0.004907611882248929,1379,,,,,,,,,,,,
,0.000490761188224893,0.004907611882248929,1379,,,,,,,,,,,,
1,,,1379,,,,,0.6875,,0.8788009285926819,,,,,
,0.0004906225101404262,0.004906225101404263,1389,,,,,,,,,,,,
,0.0004906225101404262,0.004906225101404263,1389,,,,,,,,,,,,
1,,,1389,,,,,0.625,,2.5749621391296387,,,,,
,0.0004904828188786278,0.004904828188786277,1399,,,,,,,,,,,,
,0.0004904828188786278,0.004904828188786277,1399,,,,,,,,,,,,
1,,,1399,,,,,0.8125,,1.8905065059661865,,,,,
